"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"2443","I2",82,510,"69d07de6621cd7814a31e1a68adfdfc4","no","yes",34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,NA,1.27,3,"False."
"2444","N1",74,415,"0631e44a5de782d8c2afe7e58d0ef27f","no","no",0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0,"False."
"2445","T2",121,415,"451f4944cdf04fe189249a94ff3f90d6","no","yes",31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,"False."
"2446","G1",131,408,"8f041debf4b8bd83d51a640ddb94c72e","no","no",0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1,"False."
"2447","A2",125,408,"7fc0c82482f40d1a28d17e60fc56b34a","no","no",0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,NA,6,3.13,2,"False."
"2448","M3",19,415,"56c1efdca97d309a8925e8fb8e136375","no","no",0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,"False."
"2449","V1",138,415,"be0bfdbdda333755bbf3a9bdb8ff47d1",NA,"no",0,251,119,42.67,NA,96,7.75,142.2,87,6.4,13.8,3,3.73,3,"False."
"2450","I2",NA,415,"33dd402dd6738981ef13524e5aa15952","no","no",0,230.4,NA,39.17,225,101,19.13,198.5,111,8.93,7.6,6,2.05,3,"False."
"2451","N8",137,510,"6d4deaaa7f483f74da815c5ff83024e1","no","no",0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,"False."
"2452","N1",182,415,NA,"no","no",0,279.5,118,47.52,203.2,113,17.27,174.2,101,NA,10.7,4,2.89,2,"True."
"2453","O1",135,415,"f3abff93948938d9256b0a4f6ec1b416","no","no",0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,"False."
"2454","H1",134,415,"acc50bb0bb06456079692545e913454e","no","yes",38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1,"False."
"2455","D1",45,415,"785e03862817797b43ff512192a63ac0","no","no",0,NA,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,NA,2.62,1,"False."
"2456","T1",129,408,NA,"no","no",0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,"False."
"2457","V2",142,415,"395bcbb7ac89a2a32ce2cf68ac6d10e4","no",NA,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,"False."
"2458","M2",130,415,"f8efd6721046a59a6029811223233240","no","yes",45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,"False."
"2459",NA,163,408,"ca6d4f758026552e775aca6bf3d5aa0e","no","yes",23,224,126,38.08,233.5,NA,19.85,293.9,104,13.23,NA,4,2.38,1,"False."
"2460","H1",105,415,"61506b91ced7454bf58daf114d6f30ce","no","no",0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,"False."
"2461","F1",119,415,"ab27065b5888e9fc499d76cf99bec7aa","no","no",0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,NA,"False."
"2462","W4",78,408,"366a42836f2c20401baf8a41530fe01c","no","no",NA,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,NA,"False."
"2463","N3",92,415,"cdb2016b3626d8adf3807630bed0f868","no",NA,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,"False."
"2464","W4",146,415,"aeb813b70368979108c119512202c30e","no","yes",11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,"False."
"2465","O3",125,408,"868405c1823fecd0509f2eb7fa3ab4e7","no","yes",32,NA,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,"False."
"2466","I4",88,415,"08c3d443c7a39a46fa0b00efbb382a91","no","no",0,183.5,NA,31.2,170.5,NA,14.49,193.8,88,8.72,8.3,5,2.24,3,"False."
"2467",NA,83,408,"237f0bfbe1307f0cd687bd789d73e0a6","no","yes",38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,"False."
"2468","T1",3,510,"eb34062fa7e6d341fd9029ebffa06f32","yes","no",NA,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,"False."
"2469","W3",152,510,NA,"yes","yes",41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,NA,1.16,1,"True."
"2470","W1",48,510,"f99485cde33dacfa14cc049c8ff4e153","no","no",0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,"False."
"2471","M7",189,415,"f2023172866e2f686731eb7120ca0d17","no","no",0,NA,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,"False."
"2472","O1",95,415,"0859ad6a2cd9190497766dce2bc850b7","no","yes",NA,160.3,NA,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,NA,0,"False."
"2473","I4",129,415,"6d0b3aa2d1ee592965fd18b17e667717","no","no",0,NA,120,23.43,225.8,NA,19.19,NA,95,6.53,10.2,6,2.75,1,"True."
"2474","C2",66,408,NA,"no","yes",40,141.7,87,24.09,268.3,NA,22.81,241.3,68,10.86,8.5,7,2.3,0,"False."
"2475","T2",80,510,"02eb83b11e6c8c47108f6cab91ff57ff","no","yes",22,196.4,NA,33.39,150.3,NA,12.78,176.2,75,7.93,9.3,1,2.51,0,NA
"2476","A1",1,408,"8c3ada618bd7e82ba34a98815dabe677","no","no",0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,"False."
"2477","W3",84,408,"a07c8c1549d76aad61c77975b52b0faf","no","no",0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,"False."
"2478","M1",96,415,"116af9d0a77e217e349aa976820f8c73","no","no",0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,"False."
"2479","T1",123,415,"ee000206def8f4ed99d90c93ac963891","no","yes",34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,NA,7,3.56,1,"False."
"2480","I2",116,510,"826609f6c4ff434f42a7478b447de595","yes","yes",29,162.3,91,27.59,279.3,79,23.74,192.7,131,NA,11.7,2,3.16,3,"True."
"2481","D2",105,415,"8f59f977ca01380b4032a9e2166639b8","yes","no",0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,"False."
"2482","V1",80,415,"9c5476f9237ec4be031df87d09a0d079","no",NA,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,"False."
"2483","M8",157,408,"285230e568e727c286d69b04e6d0c521","no","no",0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,"False."
"2484","I2",67,510,"9a7691fadaf0ba6210c1ec2f91cf5420","no","yes",30,186.2,117,31.65,286.7,NA,24.37,164.3,113,7.39,12.9,3,3.48,2,"False."
"2485","I4",141,415,"003bfe566aae0f79cb91e2e30fb6ba92","no","yes",NA,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,"False."
"2486","M2",NA,415,"b636517eeb3dcea1a486151e7080811f","no","yes",17,236.7,NA,40.24,263.5,56,22.4,259.6,107,11.68,NA,4,3.24,1,"False."
"2487","M7",76,408,"52043bdf547ba3b9ff63a335d7a7bf5c","no","no",0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,"False."
"2488","W1",111,510,"f267d71b9d7f99706db8e052c492ff83","no","no",NA,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,"False."
"2489","O1",94,415,"6321af4dc13c4fdeea313b7e225cf7de","no","no",0,181.3,135,30.82,182.4,NA,15.5,NA,103,8.13,6.7,2,1.81,0,"False."
"2490","R1",143,408,"9c6b66eb6b9dab8815403e383422a3cf","no","no",0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,"True."
"2491","A3",109,510,"acbcc52cf756761e52c528a185ddd662","no","no",0,175.4,125,29.82,NA,87,NA,289.3,74,13.02,9.8,9,2.65,1,"False."
"2492","A4",NA,415,"7e800bd2d197a56d28eba94335b6e8f4","no",NA,0,87.6,112,14.89,266.9,107,NA,214.6,104,9.66,9.8,10,2.65,2,"False."
"2493","S1",73,415,"344df7dc0ac3096c7530901efda54c61","no","no",0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,"False."
"2494","K2",21,415,"839284ece5a0303313995bab17de170e","no","no",0,92.6,NA,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,"True."
"2495","A2",148,415,"8547492be07f5cce5954d276e97bc51b","no",NA,21,262.9,135,44.69,149.5,96,NA,NA,109,6.32,8.1,4,2.19,1,"False."
"2496","N3",103,408,"43c65d84e0498b60f683858ded7a9b87","no","no",0,160.8,NA,27.34,155.8,82,13.24,NA,103,NA,8.5,NA,2.3,1,"False."
"2497","M8",143,408,"5c0cd01cf73c33ff5e1c8ec8d6137a72","no","yes",22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,"False."
"2498","M5",79,408,"9c1ae6e15287de0b60f1527ee86ac68a","no","yes",32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,"False."
"2499","N7",NA,415,"93edd4be5590ac2c47155b0297543dff","no","no",0,134.9,59,22.93,156,152,13.26,197.5,112,8.89,10.2,5,2.75,NA,"False."
"2500","C1",120,415,"e20e405732fa660211aca7938c9a0e42","no","no",0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1,"False."
"2501","U1",121,415,"4cb26fe5949b6e663931b1e46c446d19","no","yes",41,215.5,95,36.64,241.8,92,20.55,147,108,6.61,NA,3,2.59,1,"False."
"2502","I3",101,415,"9d489b40169f5c6114b6ec01179c100d","no","no",0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,"False."
"2503","D1",115,408,"19f8f4867cc172ce6157471c4475bc53","no","no",0,NA,114,30.38,NA,96,23.04,245.9,94,11.07,16.4,5,4.43,2,"False."
"2504","I4",168,415,NA,"no","no",0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,"False."
"2505","N6",90,415,NA,"no","no",0,167.5,96,28.48,NA,104,11.82,138.4,87,6.23,13,1,3.51,1,"False."
"2506","M7",70,510,"eb08b6c4f5159c44ed80f9856eefecf4","no","no",0,NA,105,25.01,200,135,17,234.9,65,10.57,12.5,9,3.38,3,"False."
"2507","V2",138,415,"1f0756b1ace98a252695416d646fc248","no","no",0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,NA,"False."
"2508","V2",43,408,"cc420cd48d2f6fd794fcf67a9d41f7c3","no","no",0,135.8,125,23.09,163.2,88,13.87,229.8,106,NA,12.6,3,3.4,0,"False."
"2509","U1",NA,510,"cd457d4914f19a189c545ab7f6838c5a","no","yes",20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,"False."
"2510","K2",108,408,NA,"no","no",0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,"False."
"2511","V1",118,408,"1a5ad76f791a38e362a1e4c966177356","no","no",NA,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,"False."
"2512","O1",169,408,"b4b400d3c66ffc7407d29715e976ed38","no",NA,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,"False."
"2513","A4",62,408,"eb172777a4c1f8167dec41dfb2dabdd1","no","yes",42,137.3,95,23.34,184.2,94,15.66,NA,70,10.41,10.2,3,2.75,NA,"False."
"2514","N8",86,510,"e4275b223c63d57ba1dcd00ee490ae91","no","no",0,70.7,125,12.02,211,113,17.94,NA,107,7.86,0,0,0,2,"False."
"2515","V1",44,408,"52127c72d53ae47e2037996186ba7772","no","no",0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,NA,"False."
"2516","M2",NA,510,"72727b9a9bd03b4172868409ab6a2e0b","no","no",0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5,"True."
"2517","M1",127,510,"fe8d76977f0a178dd77c93a54d2d8c4c","no","yes",19,129.7,115,22.05,160.8,NA,13.67,265,63,11.93,12.2,NA,3.29,2,"False."
"2518","I3",151,415,"0bbe5b49133ed1298b0b1da63fc1bae5","yes","no",0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,"False."
"2519","L1",53,415,"98ea7c820f7bc8f9e9966422c4c7efeb","no","no",0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,"False."
"2520","M6",15,415,"10f79c7f8b128983f45bb391bdcac46e","no","no",0,135.2,101,22.98,152.5,79,12.96,NA,83,10.12,8.4,5,2.27,2,"False."
"2521","D1",123,408,"6d0fb6ecac7c33277a35378656451f33","no","yes",28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,"False."
"2522","P1",137,415,"f81d6c1dcb1d4afab9c33d0c1f9407a3","no","no",0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,"False."
"2523","T1",106,415,"721d9a940330020ee1abeafa9c6fffb5","no","no",0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,"False."
"2524","N5",88,510,"73cabc9a4e16be8f0b309f7dc7450f94","no","no",0,144.3,NA,24.53,156.4,74,13.29,NA,90,9.66,7.8,10,2.11,3,"False."
"2525","V1",106,415,"0c919cdd6c3535bd0aa2f5b2e4ae3e94","no","no",0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,"False."
"2526","T1",95,510,"f9efa435ee569bbf3c9d6451094a95c3","no","no",0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,"False."
"2527","N5",57,510,"50f71312a1254c7e58628f9e728a614b","yes","no",0,115,65,19.55,NA,96,10.4,245,75,11.03,6.4,1,1.73,0,"True."
"2528","W1",184,408,"6d737765239f897cf64f8e211c9f5081","no","no",0,151.7,93,25.79,178.5,77,15.17,NA,111,10.31,13.1,8,3.54,2,"False."
"2529","A3",109,510,"b541ae9b51efcfab5edc53803b698e33","no","no",0,153.1,102,26.03,234.1,77,19.9,NA,74,NA,9.9,9,2.67,3,"False."
"2530",NA,127,415,"493ed14a03e77a6b21b1ceed8f0ff9ef","no","no",0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,"False."
"2531","W1",82,510,"4a840c1dd5aba8d82adae8a7ed041600","no","no",0,265.2,122,NA,178.7,102,15.19,174.7,90,NA,10.7,9,2.89,NA,"False."
"2532","R1",180,415,"cff0cd2816e0782aa112312a468e5906","no","no",0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,"False."
"2533","M3",174,415,"23abecbc21ba884160107c09a23249bd","no","no",0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,"False."
"2534",NA,92,415,"252c69d7a0b1f7b4dd90fda8420caf45","no","no",0,184.7,60,31.4,262,73,22.27,NA,120,10.78,12.3,6,3.32,2,"True."
"2535","C2",81,408,NA,"no","no",0,NA,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1,"False."
"2536","R1",125,408,"47dedacb738d57996b9672e14d0d60ef","no","no",0,113,NA,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,"True."
"2537","C3",119,408,"9594d634d59a7e4166f27fd03bdc0062","no","no",0,294.2,100,50.01,232.5,53,19.76,195,64,8.78,9,1,2.43,0,"True."
"2538","N1",122,415,"b3762b162b688369a7c28f323508f152","no",NA,0,215.6,86,36.65,167.8,59,14.26,207,67,9.32,6.4,8,1.73,3,"False."
"2539","W4",34,408,"90010e979c0918d152e140d633ffc46e","no","no",0,128.8,80,21.9,208.7,NA,17.74,202.1,103,9.09,14,7,NA,NA,"False."
"2540","O3",138,415,"73cf99dd9661e82667e6f7a3059caa38","yes","yes",28,NA,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,"True."
"2541","F1",90,415,"ee5899053087718a33018ec78006f506","no","yes",NA,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,"False."
"2542","K2",73,408,"8df022426fd2b2a9065bbe1518c44733","no","no",0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,"False."
"2543","S1",19,510,"96ee2daa1a0385e265a8886cc05ff38c","no","no",0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,"True."
"2544","W1",120,408,"a0e988bff4d5e15abc9850edde44310c","no","yes",28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,NA,"False."
"2545","M8",160,415,"ce8cb40ebe9e01183541ad52d8fe0ace","no","no",0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,"False."
"2546","P1",141,510,"2fdc3943105df212465f667f8a6d6980","no","no",0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,NA,5,2.21,0,"False."
"2547","M1",90,408,"24bd2bccfb0fb994f2318ccfbfdf7aa4","no","no",0,157.9,72,26.84,234,93,19.89,NA,86,9.45,NA,5,3.29,2,NA
"2548","V2",72,415,"9a0e6f6a73bd6afda1706d694059a44f","no","no",0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,"False."
"2549","M5",117,408,"0a8f0948097d6cec3a423c56c40a266b","no","yes",21,153.2,112,26.04,263.3,NA,22.38,135,85,6.08,11.9,7,3.21,NA,"False."
"2550","I3",79,408,"eda51054ceb49cb3bbc88e70fbdecbfe","yes","no",0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,"False."
"2551","A3",87,408,"c50a24c66a81bfcfd02fa43671860683","no","no",0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,"False."
"2552","M2",102,415,NA,"no","no",0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,"False."
"2553","M8",49,408,"f28c1986f801c058efacb8a6da5b5ae7","no","no",0,236.6,91,40.22,220.9,146,18.78,NA,114,6.61,8.9,2,2.4,1,"False."
"2554",NA,67,408,"4f158dbe61025e610d4ae082428b5cd5","no","no",0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6,"False."
"2555","C2",107,415,"19c485ceabedb42728c7ff083cb518b7","no","no",0,167.3,100,28.44,163.9,79,13.93,NA,100,8.37,6.7,5,1.81,NA,"False."
"2556",NA,190,408,"7b66c2a7c5b3495720ca358410a5f53c","no","no",0,182.2,101,30.97,212.3,95,18.05,233,123,10.49,NA,4,2.51,2,"False."
"2557","W1",118,510,"bc994d344f2f7e262c34b7595a49d71d","no","no",0,113,80,NA,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,"False."
"2558","T1",120,415,"93e6bee4058c6b5aa8ccc5b11e9c9ad0","no","no",0,185.7,NA,31.57,235.1,149,19.98,256.4,78,11.54,16.9,NA,4.56,0,"False."
"2559","A3",94,408,"8f01c60b4a2e6e742704fab052be4776","no","no",NA,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,"False."
"2560","D1",115,510,"c655de889f93302a4999f325d929189a","no","yes",29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,"False."
"2561","M5",61,415,NA,"no","no",0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1,"False."
"2562","I1",143,510,"9925c5cc50bd1c588362ff6b7d4e6079","no","yes",NA,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,"False."
"2563","K1",110,510,"285e1c9b4edaf4f8bea16f1e259c8b5e","no","no",NA,208,69,35.36,95.1,94,8.08,NA,129,8.03,8,11,2.16,NA,"False."
"2564","N2",104,415,"bea537f7e1163a5aa9aad86bee235a6b","no","no",0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,"False."
"2565","M8",16,510,"4010fd51da5d6c6a7b1852b820b416bc","no","no",0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,"False."
"2566","I3",183,510,"7a62e4a93a08285f8154521b7a8419cb","no","no",0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,"False."
"2567",NA,147,408,"f6508530656f7dd6d6a2f6a454dc44a0","no",NA,0,168.6,92,NA,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,"False."
"2568","K2",58,415,"2cf8187bb456dd6bd78909674142ea59","no","no",0,247.2,116,42.02,303.7,103,NA,105.4,94,4.74,9.3,2,2.51,2,"True."
"2569","M7",102,510,"519c02bcd16afeaeb5f59c6dbcef67b7","yes","no",0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,"False."
"2570","T1",123,415,"418c80bf38220c726c17743bc4c24acd","no","no",0,166.9,98,28.37,221.8,77,NA,243.9,114,10.98,12.8,4,3.46,3,"False."
"2571","I1",64,415,NA,"no","yes",43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,NA,2.3,1,"False."
"2572","A1",103,510,"f32ae299297d4649b9b7da2646cc15ea","no","no",NA,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,"False."
"2573","M5",152,415,"430c80590fe22b28d8af507c19464233","no","no",0,317.8,60,54.03,152.9,100,13,123.4,63,5.55,10.4,7,2.81,1,"True."
"2574","W3",124,415,"cf542ee42932d43ecdb6cddc07fa2891","no","no",0,312,112,53.04,180,109,15.3,168.6,94,7.59,12.8,4,3.46,1,"True."
"2575","O3",97,415,"4a659def1ec4188d5ef0d951df34a1b3","no","no",0,146,NA,24.82,203,141,17.26,151.8,120,6.83,13.3,2,3.59,1,"False."
"2576",NA,NA,415,"b6c60e88ebafe33d1eaa9f5bff855208","no","no",0,131.6,NA,22.37,179.3,109,15.24,251.2,129,11.3,15.5,3,4.19,1,"True."
"2577","M3",57,NA,"8b424393019a57758ae7c14275a48d4c","no","yes",33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3,2,"False."
"2578","M5",157,510,"563c2bc5e8423aba502f012a60da0899","no","no",0,185.1,92,31.47,213,85,18.11,196.1,85,8.82,8.5,5,2.3,2,"False."
"2579","G1",194,510,NA,"no","no",0,193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,0,"False."
"2580",NA,66,415,"ee3a556f90a270d37ac04271d41c9c0c","no","no",0,146.4,107,24.89,196.5,99,16.7,230.1,106,10.35,7.8,NA,2.11,1,"False."
"2581","G1",155,510,"75421016342cf43de7abfddfc50b7e4d","no","no",0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,"False."
"2582","N8",123,415,"72e9ac3fafe3e515399f751c3b52990f","no","no",0,NA,104,20.94,190,117,16.15,170.3,95,7.66,12.9,NA,3.48,4,"True."
"2583","O2",116,510,"138f74cbf6130a487196c36f1dbf1c23","no","no",0,205,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,"False."
"2584","O2",63,415,"c8a2f5103f4cf42f9490c3e29f5bf69b","no",NA,0,128.7,78,21.88,240.8,133,20.47,237.7,121,10.7,12.8,6,3.46,1,"False."
"2585","G1",64,510,NA,"no","no",0,216.9,78,36.87,211,115,17.94,179.8,116,8.09,11.4,5,3.08,3,"False."
"2586","N5",96,510,"f1d3ea1582f45ad4673be57101de3a22","no","no",0,150,NA,NA,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,"False."
"2587","M5",53,415,"6ec17010b143aab49a17f02c9a24ae29","no","no",0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,NA,3.08,NA,"False."
"2588","M3",NA,510,"8dfa91e71d0392aa778388fd451b6a03","no","no",0,212,113,36.04,226.6,128,19.26,193.6,114,8.71,8.9,7,NA,3,"False."
"2589","M4",53,510,"4140bbdd883cf8da04de446316ecee1e","no","yes",37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12,9,3.24,2,"False."
"2590","M8",101,415,"0f1986f638aa07b36adba10f1228e595","no","no",0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,"False."
"2591","N3",129,510,"5033daf683819825b3e902f9c20b7276","no","yes",30,177.3,95,30.14,211.8,102,18,240.2,108,10.81,9.3,7,2.51,3,"False."
"2592","N2",122,408,"18221e34fe4a8af3365f0e16259fecf8","no","no",NA,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,NA,5,2.38,1,"True."
"2593","V1",163,415,"d7b44dd4e23e313a48785ee22c5ed053","no","no",0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,NA,3,3.46,5,"False."
"2594","V2",NA,408,"0952e3784fa3e38f442edb87d6f587dd","no","no",0,149.6,120,25.43,200.7,NA,17.06,181.2,107,8.15,14.3,NA,3.86,0,"False."
"2595","O1",115,510,"0c82335b667748cc1447ca1897681167","yes","no",NA,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,8,3.19,1,"True."
"2596","A2",25,408,"09060f1156da7e2a6f803ff39acb46b5","no","no",0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,"True."
"2597","D1",73,408,"33710f74af086182fd25c614e3d9155f","no","no",0,122,NA,20.74,138.3,114,11.76,224.2,128,10.09,5.8,5,1.57,1,"False."
"2598","N2",120,415,"a8799ddbcd036232b599e5e09a803403","no",NA,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,"False."
"2599","T1",196,415,NA,"no","no",0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,"False."
"2600",NA,97,510,"a2338d55aef130a0e68ae7ff95cba6be","no","no",0,225.1,90,38.27,279.5,127,23.76,NA,103,10.52,8.8,4,2.38,0,"True."
"2601","N8",NA,408,"4ae8b4788a1a178d24f01deb4c0c385a","no","no",0,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02,1,"False."
"2602","A2",85,408,"ada5d95913960372de49b3ff241b7cea","no","yes",30,173.1,NA,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11,1,"False."
"2603","O2",86,510,"7355d5e39c84d3ae83d8dc97699e6459","yes","no",0,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08,2,"True."
"2604","M7",78,415,"317045d8c8412aa9aaed7b251938c405","no","yes",13,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73,2,"False."
"2605","M2",106,415,"346507757ebc985356616591e91ee519","no","no",0,208.3,89,35.41,NA,67,14.4,102,90,4.59,15.9,4,4.29,3,"False."
"2606","N3",147,415,"9c1262f9b5acbff58ac9c4fef6027663","no",NA,38,243.4,NA,41.38,273.8,109,23.27,NA,91,12.73,NA,8,3.81,2,"False."
"2607","A3",145,415,NA,"no",NA,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,"True."
"2608","I3",91,415,NA,"no","no",NA,189.3,100,32.18,239.3,107,20.34,NA,89,4.04,9.9,3,2.67,NA,"False."
